ens_gene	Symbol	Uniq_syms	entrez	Gene_name	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000273335.1	NA	ENSG00000273335.1	NA	NA	6.219648997700718	-0.006007538543687681	0.2562658672102842	0.9491320717067331	0.9842861734886784
ENSG00000174844.14	DNAH12	DNAH12	201625	dynein axonemal heavy chain 12	4.149394978871933	0.005823404489095266	0.2817998250845615	0.9491755146057289	0.9842861734886784
ENSG00000186777.12	ZNF732	ZNF732	654254	zinc finger protein 732	1.7805168547429142	0.005458820514252853	0.31301401195166756	0.9492651669820631	NA
ENSG00000271503.6	CCL5	CCL5	6352	C-C motif chemokine ligand 5	2.0645209034927374	-0.0054598784037656976	0.31281522119477206	0.9492803903257934	NA
ENSG00000164002.11	EXO5	EXO5	64789	exonuclease 5	36.563761967519916	-0.005699697828931697	0.15773206649529498	0.949292412885718	0.9842861734886784
ENSG00000141367.12	CLTC	CLTC	1213	clathrin heavy chain	10616.93670896353	-0.003168962984367386	0.06160011507597433	0.9492950150603588	0.9842861734886784
ENSG00000172053.18	QARS1	QARS1	5859	glutaminyl-tRNA synthetase 1	3353.553140468437	-0.0038683557589282466	0.07742674987274796	0.9492959169739698	0.9842861734886784
ENSG00000251209.9	LINC00923	LINC00923	91948	long intergenic non-protein coding RNA 923	4.597229210445322	0.004838554697185871	0.34969251589335953	0.9494601622068012	0.9843343055320386
ENSG00000062524.16	LTK	LTK	4058	leukocyte receptor tyrosine kinase	1.7182689197947225	-0.005216728768680764	0.3272980979050774	0.9495825487652296	NA
ENSG00000213614.9	HEXA	HEXA	3073	hexosaminidase subunit alpha	821.9426538649118	-0.004332446887597255	0.09051774822704238	0.9495953300659179	0.9843343055320386
ENSG00000274104.1	NA	ENSG00000274104.1	NA	NA	8.403653268948476	-0.006014849330296672	0.22370326883851002	0.9496560427639823	0.9843343055320386
ENSG00000213976.4	NA	ENSG00000213976.4	NA	NA	3.9611736440575753	0.005801680339722043	0.27783040783490554	0.9496637973402898	0.9843343055320386
ENSG00000118518.15	RNF146	RNF146	81847	ring finger protein 146	1073.541127558994	-0.004705161768307537	0.10315003931960619	0.9497676755202026	0.9843343055320386
ENSG00000034053.14	APBA2	APBA2	321	amyloid beta precursor protein binding family A member 2	100.0800191586029	-0.005996832221055712	0.2304482578652867	0.9498076392761814	0.9843343055320386
ENSG00000167617.3	CDC42EP5	CDC42EP5	148170	CDC42 effector protein 5	295.8797921827598	-0.0047549167196829795	0.10526812884277498	0.9498472102802269	0.9843343055320386
ENSG00000175866.15	BAIAP2	BAIAP2	10458	BAR/IMD domain containing adaptor protein 2	228.92832372214687	0.005835860266274002	0.18207009994560602	0.9498700000713464	0.9843343055320386
ENSG00000235590.7	GNAS-AS1	GNAS-AS1	149775	GNAS antisense RNA 1	3.0349145714693333	0.005683580270248862	0.28628581226211297	0.9500318982132362	NA
ENSG00000269352.1	NA	ENSG00000269352.1	NA	NA	18.396423959148624	-0.0059139391657939	0.20072127799662057	0.9500508891586842	0.9843343055320386
ENSG00000271978.1	NA	ENSG00000271978.1	NA	NA	7.816826224539637	-0.00595161336278367	0.23998192666725301	0.9500807543587626	0.9843343055320386
ENSG00000229413.2	NA	ENSG00000229413.2	NA	NA	12.859166840089703	-0.0059268641252012595	0.20579840111781253	0.9500989096673979	0.9843343055320386
ENSG00000234825.3	XRCC6P2	XRCC6P2	389901	X-ray repair cross complementing 6 pseudogene 2	4.25223048282358	-0.005845901945768766	0.2641368265445475	0.9501342558562924	0.9843343055320386
ENSG00000214226.9	C17orf67	C17orf67	339210	chromosome 17 open reading frame 67	34.24825926597263	-0.005601244039299579	0.1579413601505921	0.9501853789063631	0.9843343055320386
ENSG00000218980.2	NA	ENSG00000218980.2	NA	NA	10.799724512825916	0.005931345611887798	0.2408353342781414	0.9502348876435529	0.9843343055320386
ENSG00000143436.11	MRPL9	MRPL9	65005	mitochondrial ribosomal protein L9	221.79289147111527	-0.004789338323371125	0.10846961200642273	0.9503444770802072	0.9843343055320386
ENSG00000114554.11	PLXNA1	PLXNA1	5361	plexin A1	2752.266094821736	0.005417434105136406	0.143611567601053	0.9503897311604592	0.9843343055320386
ENSG00000287467.1	NA	ENSG00000287467.1	NA	NA	5.649627799402523	-0.005831430107643204	0.26118167284094984	0.9504040881803687	0.9843343055320386
ENSG00000065413.20	ANKRD44	ANKRD44	91526	ankyrin repeat domain 44	224.4440986406241	-0.00549061681590777	0.149991749530197	0.950419156154807	0.9843343055320386
ENSG00000124562.10	SNRPC	SNRPC	6631	small nuclear ribonucleoprotein polypeptide C	675.0063226765983	-0.004636496500557502	0.10289336652509937	0.9504251513060333	0.9843343055320386
ENSG00000133665.13	DYDC2	DYDC2	84332	DPY30 domain containing 2	1.0766693290690386	0.0044160488235564935	0.365557889979728	0.9504469691747353	NA
ENSG00000226310.1	NA	ENSG00000226310.1	NA	NA	2.7329941850481183	-0.005514078311610618	0.2975322411741	0.950502348104336	NA
ENSG00000279807.1	NA	ENSG00000279807.1	NA	NA	1.7934108682831655	-0.005176187434299689	0.3235709638876462	0.9505132955236417	NA
ENSG00000241468.7	ATP5MF	ATP5MF	9551	ATP synthase membrane subunit f	325.80817052405155	-0.004888556757084333	0.11351407680403668	0.9505463173436951	0.9843722887723907
ENSG00000125166.13	GOT2	GOT2	2806	glutamic-oxaloacetic transaminase 2	763.3061489743477	0.004899585678244192	0.11434688765583323	0.9506218313195164	0.9843722887723907
ENSG00000238227.8	TMEM250	TMEM250	90120	transmembrane protein 250	641.8707173116816	-0.0048641445161862066	0.11281088224456136	0.9506328031914936	0.9843722887723907
ENSG00000267787.7	NA	ENSG00000267787.7	NA	NA	15.885881504804365	0.005789532400026022	0.19466586277761175	0.9508757874648692	0.9844772083026176
ENSG00000229388.1	TAF12-DT	TAF12-DT	105378616	TAF12 divergent transcript	2.8348616785293212	0.005576800934402249	0.2870600368767712	0.9509039751948761	NA
ENSG00000165091.17	TMC1	TMC1	117531	transmembrane channel like 1	4.775284305969242	-0.005463877629266773	0.29768793248570713	0.9509364077292989	0.9844772083026176
ENSG00000275763.3	ZNF516-DT	ZNF516-DT	400658	ZNF516 divergent transcript	7.766266918417793	-0.0058569812127959135	0.22521982158051093	0.9509801247025363	0.9844772083026176
ENSG00000198646.14	NCOA6	NCOA6	23054	nuclear receptor coactivator 6	1073.3293017706467	0.003939216068422831	0.08271356955832058	0.9510001126608385	0.9844772083026176
ENSG00000142867.14	BCL10	BCL10	8915	BCL10 immune signaling adaptor	310.0525071599628	-0.004265477047483513	0.09222368709797062	0.95101911883564	0.9844772083026176
ENSG00000161970.15	RPL26	RPL26	6154	ribosomal protein L26	738.9652680363819	-0.00430378630844254	0.09373823863665302	0.951130566197677	0.9845335694214477
ENSG00000205334.2	LINC01460	LINC01460	100129995	long intergenic non-protein coding RNA 1460	1.5235235527981739	-0.005066692714237873	0.3264145125249599	0.9511564155777387	NA
ENSG00000252690.3	NA	ENSG00000252690.3	NA	NA	4.6624314991633184	0.00576620144786713	0.2553366073731165	0.9512071804272914	0.984553869499621
ENSG00000255537.1	LOC403312	LOC403312	403312	putative uncharacterized protein MGC39545	1.4435872555897522	-0.00496686149002648	0.3321247210356974	0.9512723302294779	NA
ENSG00000156531.16	PHF6	PHF6	84295	PHD finger protein 6	578.5584320636914	0.0039614025788161835	0.08432607688217084	0.9514468940743311	0.9846815447463957
ENSG00000112874.10	NUDT12	NUDT12	83594	nudix hydrolase 12	319.09711419328386	-0.005003663155671122	0.12411945623734914	0.9515135233896677	0.9846815447463957
ENSG00000179151.13	EDC3	EDC3	80153	enhancer of mRNA decapping 3	418.2173040160147	0.004239436765368494	0.09277644138761326	0.9515186823257725	0.9846815447463957
ENSG00000235313.1	NA	ENSG00000235313.1	NA	NA	4.120197519415157	-0.0056721023323583804	0.26487234716776814	0.9515758043996213	0.9846815447463957
ENSG00000227107.1	NA	ENSG00000227107.1	NA	NA	2.964408875996164	-0.005104834736248795	0.32064348154762246	0.9515909063911928	NA
ENSG00000120669.16	SOHLH2	SOHLH2	54937	spermatogenesis and oogenesis specific basic helix-loop-helix 2	7.07418119792176	0.0056720139160621975	0.26366858445366637	0.9516374962793682	0.9846815447463957
ENSG00000104497.14	SNX16	SNX16	64089	sorting nexin 16	184.10062679105405	-0.005012517371138523	0.12555765119637244	0.9516725930090078	0.9846815447463957
ENSG00000225886.3	NA	ENSG00000225886.3	NA	NA	2.096547576366383	0.0048402910004650135	0.3371986692158213	0.9517142685551916	NA
ENSG00000225937.3	PCA3	PCA3	50652	prostate cancer associated 3	2.490432354973778	-0.00517401787610551	0.31418763420310875	0.9517631888190248	NA
ENSG00000090857.13	PDPR	PDPR	55066	pyruvate dehydrogenase phosphatase regulatory subunit	901.4277887350976	-0.005273439200033955	0.14458585416626585	0.9518149918607909	0.9847384391978368
ENSG00000113971.20	NPHP3	NPHP3	27031	nephrocystin 3	195.95042894427783	0.0051316571306073725	0.1342019241318614	0.9518491177078459	0.9847384391978368
ENSG00000076201.15	PTPN23	PTPN23	25930	protein tyrosine phosphatase non-receptor type 23	1326.0684088222004	-0.00394179641007006	0.08481694121320132	0.9518986209383443	0.9847384391978368
ENSG00000270903.1	HNRNPA3P9	HNRNPA3P9	100421415	heterogeneous nuclear ribonucleoprotein A3 pseudogene 9	3.69664364121941	-0.005533945449618782	0.27887051778690397	0.951908452814378	NA
ENSG00000271555.1	NA	ENSG00000271555.1	NA	NA	1.8659056270664194	0.005231350742797187	0.30724016329965553	0.9520407934512681	NA
ENSG00000130731.16	METTL26	METTL26	84326	methyltransferase like 26	420.7286142819288	-0.00475014797097168	0.11403316211408436	0.9520580923460096	0.9848444254057782
ENSG00000146007.11	ZMAT2	ZMAT2	153527	zinc finger matrin-type 2	1222.0019694182308	0.0041356539692881614	0.0913769613329721	0.9522014548824289	0.9849337362995156
ENSG00000237523.2	LINC00857	LINC00857	439990	long intergenic non-protein coding RNA 857	109.10341508940253	-0.0053466918181560305	0.15636832704973322	0.9523106550506255	0.98493501408725
ENSG00000109381.20	ELF2	ELF2	1998	E74 like ETS transcription factor 2	741.4074636178449	-0.003869009623627807	0.08371937022948801	0.9523167401144672	0.98493501408725
ENSG00000087074.8	PPP1R15A	PPP1R15A	23645	protein phosphatase 1 regulatory subunit 15A	1519.374022978587	-0.004104368613704256	0.09099730820027058	0.9524235929022972	0.9849865455127523
ENSG00000261783.1	NA	ENSG00000261783.1	NA	NA	2.4182303311319164	0.00508730450247662	0.3145427071104928	0.9525268224543663	NA
ENSG00000272419.6	NA	ENSG00000272419.6	NA	NA	39.856536207041096	-0.005350100922615165	0.15958770370801365	0.9525523154559146	0.9850606868970516
ENSG00000230071.2	RPL4P6	RPL4P6	100271033	ribosomal protein L4 pseudogene 6	1.28254019080735	0.004810845982354963	0.33342835327541887	0.9526013821802541	NA
ENSG00000236024.1	PRRX2-AS1	PRRX2-AS1	101929437	PRRX2 antisense RNA 1	1.2255664354635634	-0.004476290698823485	0.3519734173130768	0.9527968676256231	NA
ENSG00000251632.1	LINC02172	LINC02172	105377443	long intergenic non-protein coding RNA 2172	1.8507730305682488	0.00491109085302288	0.32530310536686974	0.9528061621847166	NA
ENSG00000110651.11	CD81	CD81	975	CD81 molecule	15697.913377052531	-0.0035418603281918756	0.0760873329696157	0.9529039330882514	0.9853653075675196
ENSG00000182183.15	SHISAL2A	SHISAL2A	348378	shisa like 2A	1.518092342033695	-0.004533150213238955	0.347815936238762	0.9529902176210687	NA
ENSG00000184895.8	SRY	SRY	6736	sex determining region Y	2.300036704809065	-0.004246804849471676	0.3626887666483219	0.953011709318284	NA
ENSG00000269054.2	NA	ENSG00000269054.2	NA	NA	9.7089080243362	0.005600797979851538	0.2150999914826379	0.9530311584565526	0.9854378693044527
ENSG00000167522.16	ANKRD11	ANKRD11	29123	ankyrin repeat domain containing 11	3612.0794541771647	-0.0044377421764552035	0.10537273129312463	0.9532156879670932	0.9855696715095861
ENSG00000227053.1	MUC12-AS1	MUC12-AS1	102724094	MUC12 antisense RNA 1	1.9481589864466196	0.00480975435156197	0.3286596906273244	0.9533139971186251	NA
ENSG00000237232.8	ZNF295-AS1	ZNF295-AS1	150142	ZNF295 antisense RNA 1	2.896223021644447	0.005275891865668591	0.2897633042667113	0.9533273893346568	NA
ENSG00000250770.3	NA	ENSG00000250770.3	NA	NA	1.5050641524587978	0.004782038690714169	0.33043780574823034	0.9533282162300893	NA
ENSG00000267336.1	NA	ENSG00000267336.1	NA	NA	1.9716563499192707	0.005161625016690407	0.3008196203343166	0.9533436461269799	NA
ENSG00000242659.1	NA	ENSG00000242659.1	NA	NA	1.3480823921751908	-0.0047732676361926666	0.3308406489832676	0.9533551338566334	NA
ENSG00000244167.1	NA	ENSG00000244167.1	NA	NA	4.351274448709656	0.0053663974252952445	0.27763949883465494	0.9534442761901089	0.9857470093592458
ENSG00000133997.11	MED6	MED6	10001	mediator complex subunit 6	233.26991032828101	-0.004278318485530052	0.10024576913554188	0.9535089493422547	0.9857548676027668
ENSG00000234741.8	GAS5	GAS5	60674	growth arrest specific 5	4165.082008327088	-0.005429655632409456	0.18823048072239928	0.9536553801355435	0.9858472423809618
ENSG00000207031.1	SNORD59A	SNORD59A	26789	small nucleolar RNA, C/D box 59A	1.600408541422645	0.004926297396717472	0.3174409495678307	0.9536798200240567	NA
ENSG00000261094.2	NA	ENSG00000261094.2	NA	NA	28.67159895500346	0.005279287819686145	0.1671386102524523	0.9537458506014272	0.9858557531758799
ENSG00000230658.2	NA	ENSG00000230658.2	NA	NA	7.022410446980589	0.004992161594735346	0.3113741513636078	0.9537777695442887	0.9858557531758799
ENSG00000213280.2	RPS10P15	RPS10P15	654029	ribosomal protein S10 pseudogene 15	3.0160887683813806	0.005076449344059622	0.3040050135388133	0.9537954475451174	NA
ENSG00000145882.11	PCYOX1L	PCYOX1L	78991	prenylcysteine oxidase 1 like	165.13671999212613	-0.005091582134628848	0.14872206315608624	0.9538953620694022	0.9859182989445703
ENSG00000255046.1	NA	ENSG00000255046.1	NA	NA	5.172495871652669	-0.005437155733047197	0.25255488770227996	0.9540816068998571	0.9860174037799202
ENSG00000161638.11	ITGA5	ITGA5	3678	integrin subunit alpha 5	4221.227920856775	0.0038992846715043615	0.08907487387921521	0.9541054231920917	0.9860174037799202
ENSG00000248503.2	NA	ENSG00000248503.2	NA	NA	1.592931449283928	-0.00462955512620782	0.3331268339097953	0.9544270647145497	NA
ENSG00000284697.1	NA	ENSG00000284697.1	NA	NA	1.926796319763402	-0.0048585237249537385	0.3153925709875832	0.9545580418550955	NA
ENSG00000253667.2	NA	ENSG00000253667.2	NA	NA	3.8069747468579545	-0.005150982356285253	0.2868870004798315	0.9546574611461706	NA
ENSG00000233337.1	UBE2FP3	UBE2FP3	106480360	UBE2F pseudogene 3	9.999221018090562	-0.0053930789787401436	0.21328559929504384	0.9547419463233304	0.9865814247151025
ENSG00000170382.12	LRRN2	LRRN2	10446	leucine rich repeat neuronal 2	2.3557270460709825	-0.005062556780985453	0.29533217392070465	0.9547431196629732	NA
ENSG00000284691.1	LOC728743	LOC728743	728743	zinc finger domain-containing protein LOC728743	106.04339466251113	0.004654452412782892	0.12333468114221113	0.9547654304141348	0.9865814247151025
ENSG00000106013.15	ANKRD7	ANKRD7	56311	ankyrin repeat domain 7	6.738913691029683	-0.005364035718617096	0.24452884160244262	0.954914037950322	0.986664897367485
ENSG00000106392.11	C1GALT1	C1GALT1	56913	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	581.5584026708158	0.004494785070322533	0.11593563114558769	0.9550127093273972	0.986664897367485
ENSG00000106546.14	AHR	AHR	196	aryl hydrocarbon receptor	814.123676721656	-0.004537050377486882	0.1185236049154628	0.955080823470843	0.986664897367485
ENSG00000184588.18	PDE4B	PDE4B	5142	phosphodiesterase 4B	257.9617452594973	0.0052400361814679405	0.2677598649896715	0.9551137292332273	0.986664897367485
ENSG00000120075.5	HOXB5	HOXB5	3215	homeobox B5	71.24552056002771	0.005354816820980442	0.23391882008330955	0.9551499101301294	0.986664897367485
ENSG00000127838.14	PNKD	PNKD	25953	PNKD metallo-beta-lactamase domain containing	391.5326277687405	0.004748127660270649	0.13282539280502217	0.9552657166384139	0.986664897367485
ENSG00000256663.1	NA	ENSG00000256663.1	NA	NA	2.2864437669539646	-0.0050198672343451925	0.2932340524302324	0.9553038193401149	NA
ENSG00000272031.3	ANKRD34A	ANKRD34A	284615	ankyrin repeat domain 34A	57.205003620682845	-0.004882515624042171	0.14387332187890683	0.9553088355857411	0.986664897367485
ENSG00000173041.12	ZNF680	ZNF680	340252	zinc finger protein 680	82.94098550008914	0.00470146576929123	0.1301754673350215	0.9553489125144031	0.986664897367485
ENSG00000158417.11	EIF5B	EIF5B	9669	eukaryotic translation initiation factor 5B	3235.5333243340506	0.003379045777703718	0.07669791460813886	0.9553603371684704	0.986664897367485
ENSG00000050555.18	LAMC3	LAMC3	10319	laminin subunit gamma 3	77.42503309216345	0.00532496030432652	0.22777559929336166	0.9554269806370917	0.9866747270292286
ENSG00000234345.2	NA	ENSG00000234345.2	NA	NA	2.096686688214501	-0.004697238143435263	0.3193491078390336	0.9556031755669133	NA
ENSG00000249492.2	NA	ENSG00000249492.2	NA	NA	6.522459262860996	-0.005227520950806067	0.2593006048478228	0.9556076111666729	0.9867801701011583
ENSG00000263874.2	LASP1NB	LASP1NB	100505576	LASP1 neighbor	53.294510854271984	-0.0051656129517286785	0.18256952106410673	0.9556433479204535	0.9867801701011583
ENSG00000229598.1	NA	ENSG00000229598.1	NA	NA	3.022487690225387	0.005078919509600398	0.28170559828872294	0.9556651449972239	NA
ENSG00000261067.7	NA	ENSG00000261067.7	NA	NA	6.739372862355063	0.005160181427231583	0.26924105952897354	0.9557198112555199	0.9867834506450619
ENSG00000276651.1	NA	ENSG00000276651.1	NA	NA	2.0696448888139543	-0.004654929194113673	0.32153491668903345	0.955738161245135	NA
ENSG00000145335.16	SNCA	SNCA	6622	synuclein alpha	37.076938278804974	0.005258768699910619	0.24616040539761228	0.9557607888977097	0.9867834506450619
ENSG00000184923.12	NUTM2A	NUTM2A	728118	NUT family member 2A	12.407035231207535	-0.005121974192484043	0.2704189598628848	0.9559844791002752	0.9868935841684584
ENSG00000110693.18	SOX6	SOX6	55553	SRY-box transcription factor 6	12.345565141903023	-0.005236286517564306	0.2186925325059158	0.9561259774347204	0.9868935841684584
ENSG00000091137.14	SLC26A4	SLC26A4	5172	solute carrier family 26 member 4	7.119725366082573	0.005183708108363725	0.2537438042934567	0.9561801703880907	0.9868935841684584
ENSG00000040531.15	CTNS	CTNS	1497	cystinosin, lysosomal cystine transporter	494.62264756463446	-0.004166300011458943	0.1058456546810549	0.9561887997893119	0.9868935841684584
ENSG00000185304.15	RGPD2	RGPD2	729857	RANBP2 like and GRIP domain containing 2	7.628698607270596	-0.0044702753146356935	0.3312419413783805	0.9562538331012106	0.9868935841684584
ENSG00000105255.11	FSD1	FSD1	79187	fibronectin type III and SPRY domain containing 1	54.32615993003875	-0.00518836348881552	0.2037735254520736	0.9562551391556919	0.9868935841684584
